Region,City,Master Group,Master Category,Cost Price [INR],Net Number,Bill Number,Gross Sales Value (GSV) [INR],Net Sales Value [INR],Gross Profit [INR],Gross Profit Margin [%],Net Receivables [INR],Transaction Number,Sale Type,Sale Date,Customer ID,Group,Sub Category,Gender,Theme,Net Weight,Gross Weight,Quantity,Diamond Weight (CWT),Serial Number
South,MUMBAI,CZ,Chains,1866686.2,467,BB10871,2258449.48,2207870.08,50579.4,2.24,18886,NS001-757780162-494,Store,08-03-2025,C10871,Chains,xyz,Female,MODERN,33.6,34.99,1,0.49,A144988
Central,BANGALORE,KDM,Chains,1934251.64,207,BB10872,2285434.57,2223138.56,62296.01,2.73,16019,NS001-292474424-858,Store,25-03-2025,C10872,Bracelets,classic,Female,IND-GOLD,41.34,42.61,1,1.99,A742108
East,MUMBAI,KDM,Bangles,1488689.73,148,BB10873,1893682.97,1841553.82,52129.15,2.75,16005,NS001-616943031-209,Online,15-03-2025,C10873,Rings,classic,Male,PCJ-PLAIN,41.41,42.87,2,1.33,A536203
Central,BANGALORE,CZ,Bracelets,1652749.61,427,BB10874,1873331.79,1819202.23,54129.56,2.89,12996,NS001-931845703-221,Store,01-03-2025,C10874,Chains,abc,Male,IND-GOLD,42.95,44.1,1,2.4,A733516
North,CHENNAI,KDM,Bracelets,1777124.93,322,BB10875,2174402.47,2096557.14,77845.33,3.58,13112,NS001-128742070-542,Online,27-03-2025,C10875,Rings,bold,Male,MODERN,23.96,25.05,2,0.17,A442984
West,HYDERABAD,Plain,Bangles,1919335.82,357,BB10876,2314510.27,2251818.53,62691.74,2.71,19054,NS001-377022656-860,Online,05-03-2025,C10876,Bangles,classic,Male,TRADITIONAL,17.36,18.13,1,0.55,A450793
Central,DELHI,Plain,Rings,1914808.13,498,BB10877,2290388.59,2213661.59,76727,3.35,13358,NS001-460211907-850,Store,11-03-2025,C10877,Bangles,bold,Female,MODERN,33.51,34.06,2,1.63,A801155
West,MUMBAI,Antique,Bangles,1544171.25,407,BB10878,1876844.16,1827782.55,49061.61,2.61,16297,NS001-576539133-674,Online,14-03-2025,C10878,Bracelets,bold,Female,IND-GOLD,47.42,48.39,1,1.08,A609731
Central,MUMBAI,Antique,Bracelets,2229581.23,330,BB10879,2572435.63,2469581.3,102854.33,4,12254,NS001-701882940-663,Store,20-03-2025,C10879,Bracelets,xyz,Female,TRADITIONAL,32.47,33.57,2,0.44,A611069
West,DELHI,Antique,Bangles,2082883.32,278,BB10880,2372533.75,2317943.63,54590.12,2.3,10545,NS001-580301016-803,Store,04-04-2025,C10880,Bangles,classic,Female,PCJ-PLAIN,30.06,30.99,2,1.36,A532301
Central,MUMBAI,Plain,Chains,2147507.06,273,BB10881,2791024.28,2707316.62,83707.66,3,18891,NS001-312752225-331,Online,30-04-2025,C10881,Rings,classic,Female,TRADITIONAL,11.35,12.23,1,0.29,A928994
Central,MUMBAI,KDM,Rings,1434756.3,292,BB10882,1635755.76,1565745.32,70010.44,4.28,10979,NS001-131228501-249,Store,01-03-2025,C10882,Bangles,classic,Male,IND-GOLD,27.37,27.89,1,0.31,A447617
Central,DELHI,Plain,Rings,1897106.06,132,BB10883,2417192.07,2308761.36,108430.71,4.49,10171,NS001-839895190-846,Store,27-04-2025,C10883,Chains,abc,Male,IND-GOLD,14.84,16.2,3,0.02,A113438
West,BANGALORE,Plain,Bangles,2294296.27,499,BB10884,2712738.47,2591519.73,121218.74,4.47,18899,NS001-149541622-442,Online,07-03-2025,C10884,Bracelets,classic,Female,MODERN,13.01,13.93,2,1.89,A210129
Central,CHENNAI,Plain,Rings,1190333.33,209,BB10885,1519651.1,1485203.91,34447.19,2.27,13434,NS001-396491912-740,Online,24-04-2025,C10885,Chains,abc,Male,TRADITIONAL,18.22,19.43,3,0.7,A407902
South,HYDERABAD,Antique,Bangles,1205156.37,146,BB10886,1368083.05,1304599.39,63483.66,4.64,11805,NS001-660235599-886,Store,05-04-2025,C10886,Bangles,bold,Female,MODERN,46.52,48.43,2,1.4,A684086
East,DELHI,KDM,Chains,2320528.73,329,BB10887,2798139.54,2701988.08,96151.46,3.44,12755,NS001-222890382-771,Online,14-03-2025,C10887,Rings,xyz,Male,TRADITIONAL,28.15,28.99,2,2.12,A293621
South,DELHI,CZ,Bracelets,1081747.34,189,BB10888,1284421.4,1251294.18,33127.22,2.58,11866,NS001-228005507-173,Online,28-03-2025,C10888,Bangles,classic,Female,TRADITIONAL,31.53,32.34,1,0.19,A972860
East,HYDERABAD,Antique,Chains,1261612.21,138,BB10889,1434630.53,1374363.48,60267.05,4.2,12461,NS001-899321841-570,Online,24-04-2025,C10889,Bracelets,abc,Male,MODERN,28.77,29.36,2,0.88,A303572
Central,DELHI,Plain,Bangles,1237260.06,388,BB10890,1365897.18,1324612.39,41284.79,3.02,16337,NS001-802990166-850,Online,22-03-2025,C10890,Bangles,abc,Male,IND-GOLD,17.63,19.52,2,1.33,A886583
North,CHENNAI,Antique,Chains,2436130.03,409,BB10891,3148194.38,3060841.38,87353,2.77,15135,NS001-885458388-351,Online,19-03-2025,C10891,Chains,xyz,Female,TRADITIONAL,24.08,26.04,1,1.81,A154007
Central,BANGALORE,Plain,Bracelets,1373245.97,351,BB10892,1547651.18,1471991.52,75659.66,4.89,12409,NS001-983715835-175,Store,19-04-2025,C10892,Chains,xyz,Male,TRADITIONAL,11.22,12.28,1,0.48,A727764
Central,CHENNAI,CZ,Rings,1046808.96,325,BB10893,1268551.57,1236486.97,32064.6,2.53,10807,NS001-948163855-797,Online,10-04-2025,C10893,Chains,bold,Male,MODERN,43.16,43.67,1,1.69,A385939
Central,CHENNAI,Antique,Bracelets,2459234.62,345,BB10894,2766650.96,2707048.13,59602.83,2.15,11675,NS001-538561528-335,Store,29-04-2025,C10894,Rings,xyz,Female,MODERN,36.07,37.76,3,2.12,A352451
Central,CHENNAI,CZ,Bracelets,2308512.48,263,BB10895,2924668.33,2779569.65,145098.68,4.96,18805,NS001-482265439-751,Online,18-03-2025,C10895,Bangles,classic,Female,IND-GOLD,38.8,39.3,1,0.14,A422486
East,HYDERABAD,CZ,Bracelets,1330482.97,370,BB10896,1543508.82,1507578.07,35930.75,2.33,19497,NS001-145163284-305,Store,11-03-2025,C10896,Rings,abc,Female,PCJ-PLAIN,10.55,12.16,2,1.27,A170466
South,MUMBAI,CZ,Rings,1143790.4,213,BB10897,1454069.85,1431283.49,22786.36,1.57,17127,NS001-418487446-977,Online,01-03-2025,C10897,Chains,xyz,Male,IND-GOLD,38.91,40.55,3,2.26,A349335
West,CHENNAI,Plain,Chains,1674710.02,390,BB10898,2074175.83,2049717.02,24458.81,1.18,16984,NS001-366439372-772,Online,25-03-2025,C10898,Chains,xyz,Male,PCJ-PLAIN,27.43,29.05,1,2.38,A225304
North,MUMBAI,Antique,Bangles,1471503.99,278,BB10899,1659309.09,1618718.08,40591.01,2.45,19643,NS001-561363258-359,Online,28-03-2025,C10899,Chains,abc,Male,IND-GOLD,45.31,46.27,3,2.23,A419401
East,DELHI,CZ,Rings,1134534.53,481,BB10900,1292905.21,1249519.23,43385.98,3.36,14687,NS001-919451111-402,Store,17-04-2025,C10900,Rings,classic,Male,MODERN,11.1,12.99,1,1.89,A191207
West,BANGALORE,KDM,Bangles,1535013.64,402,BB10901,1710954.1,1639087.39,71866.71,4.2,18069,NS001-748440592-736,Store,29-03-2025,C10901,Chains,classic,Male,TRADITIONAL,13.07,14.48,2,0.66,A520744
North,HYDERABAD,Antique,Bracelets,2088271.15,130,BB10902,2417927.54,2303256.64,114670.9,4.74,10406,NS001-101574117-699,Store,18-03-2025,C10902,Chains,xyz,Male,TRADITIONAL,33.27,34.69,1,1.75,A520993
East,DELHI,CZ,Chains,2393449.54,366,BB10903,3012202.49,2888570.27,123632.22,4.1,15711,NS001-908157974-406,Online,05-03-2025,C10903,Bracelets,bold,Male,MODERN,45,45.55,1,0.19,A996871
South,MUMBAI,KDM,Rings,1923143.17,186,BB10904,2418825.27,2342060.67,76764.6,3.17,10721,NS001-960091792-232,Online,27-04-2025,C10904,Bangles,bold,Female,TRADITIONAL,27.4,28.38,1,1.29,A738119
East,DELHI,Plain,Chains,1784673.98,206,BB10905,2042299.42,1999383.21,42916.21,2.1,12106,NS001-239003010-100,Online,10-04-2025,C10905,Bangles,abc,Male,MODERN,23.18,24.55,3,1.96,A504420
East,MUMBAI,Antique,Chains,1431949.78,172,BB10906,1640407.63,1583539.14,56868.49,3.47,18529,NS001-219450942-169,Online,24-04-2025,C10906,Rings,xyz,Female,IND-GOLD,45.72,46.33,1,2.14,A854944
Central,DELHI,CZ,Rings,2083100.8,497,BB10907,2336053.31,2306747.67,29305.64,1.25,19636,NS001-898943083-762,Store,26-03-2025,C10907,Rings,classic,Male,MODERN,19.54,21.33,3,0.29,A607575
South,CHENNAI,Plain,Bracelets,2201431.3,185,BB10908,2546063.79,2444877.94,101185.85,3.97,14807,NS001-127240581-333,Store,05-04-2025,C10908,Bangles,xyz,Male,TRADITIONAL,37.66,39.48,3,1.62,A555748
Central,DELHI,Antique,Bracelets,2448673.98,266,BB10909,2779235.25,2650997.21,128238.04,4.61,14231,NS001-952533083-833,Online,11-04-2025,C10909,Bangles,abc,Male,MODERN,46.36,47.43,2,2.43,A762062
Central,HYDERABAD,KDM,Bangles,2153668.96,242,BB10910,2727684.86,2625186.76,102498.1,3.76,14486,NS001-548616940-257,Store,14-03-2025,C10910,Bangles,abc,Male,TRADITIONAL,23.99,24.86,2,1.14,A172745
Central,HYDERABAD,Antique,Bangles,1296915.56,286,BB10911,1538682.58,1473372.1,65310.48,4.24,15274,NS001-197187977-480,Online,20-03-2025,C10911,Bracelets,bold,Female,IND-GOLD,18.33,19.2,2,1.15,A386714
North,BANGALORE,CZ,Rings,1020275.94,134,BB10912,1266757.75,1218113.75,48644,3.84,10024,NS001-595469848-445,Store,28-04-2025,C10912,Bangles,bold,Female,PCJ-PLAIN,42.17,43.71,2,1.49,A802399
Central,BANGALORE,CZ,Rings,1613699.57,418,BB10913,1821325.88,1791252.66,30073.22,1.65,17874,NS001-561571254-610,Store,03-03-2025,C10913,Bangles,abc,Female,MODERN,39.31,40.16,2,0.94,A137736
South,BANGALORE,Plain,Rings,1613531.41,201,BB10914,1821713.44,1754703.94,67009.5,3.68,10126,NS001-753479514-978,Store,13-04-2025,C10914,Rings,xyz,Female,IND-GOLD,22.47,23.07,3,1.31,A546411
West,DELHI,Plain,Bracelets,2168743.45,415,BB10915,2707049.83,2634251.77,72798.06,2.69,11779,NS001-979060854-880,Store,24-04-2025,C10915,Rings,bold,Female,IND-GOLD,41.66,42.72,3,2.08,A478402
East,HYDERABAD,CZ,Chains,1838854.17,125,BB10916,2288196.75,2175329.16,112867.59,4.93,13400,NS001-384380623-836,Store,01-04-2025,C10916,Bracelets,xyz,Male,TRADITIONAL,37.59,39.06,2,0.55,A548320
Central,CHENNAI,Plain,Rings,1271828.66,203,BB10917,1471373.61,1406043.29,65330.32,4.44,12471,NS001-132405128-569,Online,10-04-2025,C10917,Bangles,bold,Male,IND-GOLD,31.3,32.56,3,0.07,A912652
Central,BANGALORE,Plain,Chains,1794087.83,221,BB10918,2161488.28,2058871.2,102617.08,4.75,16815,NS001-211432220-311,Store,15-04-2025,C10918,Bangles,bold,Female,TRADITIONAL,35.24,36.04,1,0.85,A781199
Central,DELHI,Plain,Bracelets,1552443.14,242,BB10919,1980804.61,1896440.88,84363.73,4.26,11743,NS001-746212030-690,Store,14-03-2025,C10919,Chains,classic,Male,MODERN,24.51,25.37,3,2.22,A953724
West,DELHI,Antique,Bangles,1125285.61,310,BB10920,1316002.87,1297611.92,18390.95,1.4,12491,NS001-650259446-162,Online,24-03-2025,C10920,Chains,abc,Female,IND-GOLD,17.74,19.34,1,2.02,A870372
East,DELHI,KDM,Chains,1522261.42,407,BB10921,1737643.57,1659248,78395.57,4.51,12713,NS001-231631498-751,Online,01-03-2025,C10921,Chains,bold,Female,MODERN,14.86,16.06,1,1.26,A226412
East,MUMBAI,CZ,Bracelets,1017171.97,498,BB10922,1237695.74,1216791.59,20904.15,1.69,18021,NS001-540572546-736,Store,24-04-2025,C10922,Bracelets,classic,Male,IND-GOLD,18.66,20.43,2,2.42,A899797
South,MUMBAI,KDM,Rings,1341720.98,382,BB10923,1636736.82,1616834.86,19901.96,1.22,18848,NS001-574697154-189,Online,02-04-2025,C10923,Bracelets,classic,Male,TRADITIONAL,35.64,37.29,1,1.88,A352578
Central,MUMBAI,CZ,Bangles,2359316.89,486,BB10924,3004340.35,2908090.04,96250.31,3.2,13569,NS001-876786318-455,Online,25-03-2025,C10924,Bangles,classic,Male,MODERN,15.38,16.34,1,0.5,A867294
North,MUMBAI,KDM,Bracelets,1937631.64,221,BB10925,2507109.48,2399004.14,108105.34,4.31,11033,NS001-338599759-814,Online,08-04-2025,C10925,Bangles,classic,Male,TRADITIONAL,45.43,47.39,2,0.75,A943991
South,DELHI,KDM,Bangles,1790465.44,262,BB10926,2245614.54,2204110.74,41503.8,1.85,12869,NS001-621985601-332,Store,05-03-2025,C10926,Bangles,classic,Male,MODERN,35.93,36.95,2,2.32,A822610
West,MUMBAI,CZ,Bracelets,1385385.67,128,BB10927,1681397.13,1633512.35,47884.78,2.85,19492,NS001-647222635-931,Online,09-04-2025,C10927,Bangles,bold,Male,PCJ-PLAIN,20.72,22.04,1,1.35,A876162
East,DELHI,Plain,Bangles,2449320.58,418,BB10928,3090441,3040254.07,50186.93,1.62,11440,NS001-899245568-945,Online,18-03-2025,C10928,Bangles,abc,Female,MODERN,45.15,46.37,2,0.56,A704268
South,CHENNAI,Plain,Bracelets,2457426.8,349,BB10929,3044017.67,2898243.08,145774.59,4.79,16074,NS001-661196525-602,Store,27-03-2025,C10929,Bracelets,abc,Male,MODERN,27.05,27.66,2,2.02,A753554
West,MUMBAI,Antique,Bracelets,1764039.31,317,BB10930,2210126.18,2176874,33252.18,1.5,11137,NS001-448011009-304,Online,22-04-2025,C10930,Rings,classic,Female,TRADITIONAL,14.48,16.13,1,1.3,A410826
Central,DELHI,CZ,Bracelets,1636261.67,137,BB10931,2071556.06,2036632.34,34923.72,1.69,15473,NS001-162015115-851,Store,26-03-2025,C10931,Chains,bold,Female,IND-GOLD,34.3,35.91,3,2.02,A525456
Central,HYDERABAD,KDM,Bracelets,1529351.78,311,BB10932,1900274.64,1873076.8,27197.84,1.43,19165,NS001-286293594-688,Online,20-03-2025,C10932,Bracelets,xyz,Male,TRADITIONAL,11.45,12.22,1,0.27,A831592
North,MUMBAI,KDM,Rings,1821254.9,214,BB10933,2153910.04,2118479.17,35430.87,1.64,15082,NS001-988481962-983,Online,21-04-2025,C10933,Bangles,abc,Male,TRADITIONAL,42.74,43.82,1,1.96,A183315
West,CHENNAI,KDM,Chains,2065999.16,165,BB10934,2307036.76,2239785.72,67251.04,2.92,15176,NS001-298436776-982,Online,31-03-2025,C10934,Bracelets,bold,Male,MODERN,48.74,49.7,3,0.01,A558227
Central,DELHI,KDM,Bracelets,2405960.07,294,BB10935,2755420.35,2661593.33,93827.02,3.41,16094,NS001-929504956-872,Store,18-04-2025,C10935,Bracelets,abc,Female,TRADITIONAL,29.79,30.94,3,1.82,A131891
West,MUMBAI,CZ,Bangles,1729709.29,347,BB10936,2154427.29,2086839.48,67587.81,3.14,18133,NS001-785926783-387,Store,01-04-2025,C10936,Chains,bold,Female,TRADITIONAL,21.74,23,2,1.67,A482472
West,HYDERABAD,Plain,Rings,2073184.26,361,BB10937,2351153.22,2268258.15,82895.07,3.53,19849,NS001-523638342-210,Online,06-04-2025,C10937,Bangles,xyz,Male,PCJ-PLAIN,16.03,16.69,3,2.05,A533099
West,DELHI,Plain,Bracelets,2377527.02,260,BB10938,2790834.19,2683954.86,106879.33,3.83,14121,NS001-179603510-487,Online,23-03-2025,C10938,Bracelets,abc,Female,TRADITIONAL,40.84,42.37,1,0.88,A295915
South,CHENNAI,Plain,Rings,1641074.08,242,BB10939,2124521.81,2088803.91,35717.9,1.68,15648,NS001-462494329-867,Store,17-04-2025,C10939,Bracelets,xyz,Male,TRADITIONAL,17.26,19.07,2,1.63,A405147
East,MUMBAI,CZ,Chains,1694904.9,423,BB10940,2036797.3,1937603.31,99193.99,4.87,17548,NS001-168608842-590,Online,15-04-2025,C10940,Bangles,abc,Male,MODERN,47.33,49.22,1,1.89,A757845
West,DELHI,Antique,Bracelets,1429872.58,233,BB10941,1812149.4,1791716.58,20432.82,1.13,19289,NS001-975915534-151,Store,14-04-2025,C10941,Chains,xyz,Male,TRADITIONAL,36.79,37.44,3,2.05,A347190
Central,HYDERABAD,CZ,Bangles,1033129.07,334,BB10942,1171024.03,1146357.75,24666.28,2.11,11964,NS001-656504495-317,Store,10-03-2025,C10942,Bangles,classic,Female,PCJ-PLAIN,26.13,27.26,3,1.23,A173806
South,CHENNAI,KDM,Rings,1990636.63,239,BB10943,2460041.1,2391571.63,68469.47,2.78,15494,NS001-832735174-713,Online,05-03-2025,C10943,Chains,xyz,Male,TRADITIONAL,39.56,41.2,1,0.66,A947355
North,DELHI,Antique,Bangles,2173147.32,409,BB10944,2495378.74,2460524.99,34853.75,1.4,13515,NS001-380951507-679,Online,27-03-2025,C10944,Chains,xyz,Male,PCJ-PLAIN,33.57,34.17,2,0.75,A802025
South,DELHI,CZ,Rings,2360720.89,465,BB10945,2708095.58,2594115.57,113980.01,4.21,10345,NS001-474597099-880,Store,19-03-2025,C10945,Chains,xyz,Male,IND-GOLD,38.64,40.42,1,0.3,A385576
West,DELHI,Antique,Bangles,1975570.17,327,BB10946,2425529.52,2321211.74,104317.78,4.3,19673,NS001-442536784-913,Online,09-03-2025,C10946,Bracelets,xyz,Female,TRADITIONAL,30.55,32.19,2,1.42,A713030
Central,CHENNAI,Antique,Chains,2448552.63,432,BB10947,2735630.92,2605012.02,130618.9,4.77,15120,NS001-727113149-374,Online,12-03-2025,C10947,Rings,xyz,Male,IND-GOLD,24.4,25.24,1,1.88,A577037
East,HYDERABAD,CZ,Bangles,2465243.52,449,BB10948,3075782.16,2961975.08,113807.08,3.7,15388,NS001-835479453-655,Online,11-03-2025,C10948,Bangles,bold,Female,MODERN,44.29,45.7,1,2.44,A873892
West,MUMBAI,Plain,Bangles,2397541.55,354,BB10949,2830837.98,2765312.28,65525.7,2.31,15502,NS001-284274400-433,Online,22-04-2025,C10949,Rings,abc,Female,TRADITIONAL,32.62,33.33,2,2.03,A414545
East,DELHI,CZ,Bangles,1330953.38,184,BB10950,1504345.28,1470071.53,34273.75,2.28,12069,NS001-447110701-652,Store,09-03-2025,C10950,Rings,classic,Female,PCJ-PLAIN,33.15,34.65,1,0.69,A539839
West,BANGALORE,Plain,Rings,1390280.75,338,BB10951,1697683.25,1616159.67,81523.58,4.8,11155,NS001-737570109-326,Online,06-03-2025,C10951,Rings,classic,Male,IND-GOLD,11.47,13.24,2,0.51,A136709
South,CHENNAI,Antique,Chains,1741612.15,200,BB10952,2048269.92,1975192.99,73076.93,3.57,10080,NS001-580087131-633,Online,02-03-2025,C10952,Bracelets,classic,Male,TRADITIONAL,15.39,17.12,1,0.9,A574179
East,DELHI,CZ,Chains,2278857.04,260,BB10953,2946531.02,2804890.55,141640.47,4.81,13418,NS001-773385999-396,Store,18-03-2025,C10953,Rings,xyz,Male,PCJ-PLAIN,33.94,35.49,3,0.32,A308390
Central,CHENNAI,Plain,Bangles,1111231.62,175,BB10954,1381543.4,1329984.28,51559.12,3.73,15292,NS001-823883410-608,Store,08-04-2025,C10954,Rings,xyz,Female,TRADITIONAL,34.86,36.66,2,2.42,A493612
Central,HYDERABAD,KDM,Bangles,2009033.08,359,BB10955,2404735.13,2310759.14,93975.99,3.91,12809,NS001-279448276-603,Online,08-04-2025,C10955,Rings,bold,Female,MODERN,16.13,17.64,1,0.51,A580197
North,BANGALORE,Plain,Rings,2099064,259,BB10956,2438674.53,2360774.84,77899.69,3.19,11925,NS001-479892997-277,Online,02-03-2025,C10956,Chains,classic,Female,PCJ-PLAIN,15.15,16.2,3,2.5,A432340
North,HYDERABAD,KDM,Rings,2435415.08,472,BB10957,2838850.47,2753436.79,85413.68,3.01,17346,NS001-388261747-123,Online,17-03-2025,C10957,Rings,abc,Female,MODERN,46.04,46.79,1,0.16,A712074
Central,MUMBAI,KDM,Chains,1500677.48,188,BB10958,1769547.23,1749444.17,20103.06,1.14,12786,NS001-363446377-493,Store,16-03-2025,C10958,Bangles,xyz,Male,MODERN,34.65,35.84,1,2.16,A566182
Central,HYDERABAD,Antique,Rings,1221625.05,485,BB10959,1348526.6,1330939,17587.6,1.3,11812,NS001-655774703-188,Store,04-03-2025,C10959,Bracelets,bold,Female,PCJ-PLAIN,10.7,12.41,2,0.62,A336803
Central,BANGALORE,KDM,Bracelets,2278105.41,346,BB10960,2846681.85,2734828.9,111852.95,3.93,14286,NS001-735171552-170,Store,09-03-2025,C10960,Bangles,abc,Male,TRADITIONAL,46.69,48.15,3,0.35,A873885
East,DELHI,CZ,Bracelets,2124324.44,181,BB10961,2676349.72,2548537.36,127812.36,4.78,15596,NS001-289990851-430,Store,20-04-2025,C10961,Rings,bold,Male,MODERN,33.34,34.36,3,1.19,A745545
Central,CHENNAI,Plain,Bangles,2410911.44,452,BB10962,2680852.89,2558861.49,121991.4,4.55,11012,NS001-116552469-139,Online,21-03-2025,C10962,Chains,bold,Male,IND-GOLD,44.51,46.45,1,0.02,A208232
South,MUMBAI,Plain,Bangles,1550096.84,387,BB10963,1763827.95,1720074.53,43753.42,2.48,16160,NS001-107861329-710,Online,14-04-2025,C10963,Rings,bold,Male,MODERN,43.98,44.54,2,2.01,A975677
East,HYDERABAD,Antique,Bracelets,1051712.92,121,BB10964,1249368.4,1217328.25,32040.15,2.56,12809,NS001-683115071-976,Store,23-04-2025,C10964,Chains,abc,Female,TRADITIONAL,36.64,38.19,2,1.63,A637459
North,MUMBAI,CZ,Rings,1090100.93,250,BB10965,1256328.89,1209254.33,47074.56,3.75,10631,NS001-588239660-618,Online,02-03-2025,C10965,Chains,xyz,Male,TRADITIONAL,46.28,47.52,2,1.41,A345847
East,CHENNAI,Plain,Bangles,2229318.32,187,BB10966,2500468.09,2423676.68,76791.41,3.07,17185,NS001-632165608-713,Online,15-04-2025,C10966,Chains,classic,Female,IND-GOLD,43.06,44.58,1,2.12,A221844
West,HYDERABAD,KDM,Bracelets,2043272.65,121,BB10967,2252892.48,2229301.56,23590.92,1.05,16916,NS001-972030135-956,Online,10-03-2025,C10967,Bangles,classic,Male,MODERN,49.01,49.74,3,1.16,A943619
North,HYDERABAD,Plain,Bangles,1360590.93,142,BB10968,1511947.14,1455264.23,56682.91,3.75,12877,NS001-879234521-897,Online,14-04-2025,C10968,Chains,classic,Male,IND-GOLD,33.01,33.73,2,0.53,A625241
South,MUMBAI,Antique,Chains,1670203.15,239,BB10969,2022829.91,1994140.1,28689.81,1.42,11290,NS001-273113061-293,Store,07-03-2025,C10969,Chains,classic,Female,IND-GOLD,28.88,30.6,2,1.05,A461643
Central,HYDERABAD,Antique,Chains,1393785.25,116,BB10970,1800963.38,1745627.27,55336.11,3.07,14425,NS001-492573570-773,Store,29-04-2025,C10970,Bangles,xyz,Female,TRADITIONAL,11.78,12.66,3,2.18,A913533
Central,CHENNAI,Antique,Chains,2179678.91,202,BB10971,2668141.34,2575045.76,93095.58,3.49,12277,NS001-591577035-290,Store,26-04-2025,C10971,Bangles,xyz,Female,MODERN,26.25,28.16,2,1.31,A933412
North,BANGALORE,CZ,Bracelets,1731034.55,480,BB10972,2026006.35,1997739.17,28267.18,1.4,12177,NS001-230837234-582,Online,01-03-2025,C10972,Bangles,classic,Male,TRADITIONAL,30.08,31.89,2,1.26,A452202
North,BANGALORE,Plain,Bangles,2242235.64,212,BB10973,2697869.53,2629739.94,68129.59,2.53,17343,NS001-462033509-698,Store,16-04-2025,C10973,Bracelets,bold,Female,PCJ-PLAIN,41.42,42.46,2,1.95,A400808
West,MUMBAI,KDM,Rings,1395723.13,485,BB10974,1741825.66,1656083.23,85742.43,4.92,13580,NS001-418918217-622,Store,16-04-2025,C10974,Bracelets,classic,Female,MODERN,46.9,48.73,2,1.12,A781322
North,HYDERABAD,Antique,Rings,1952123.07,185,BB10975,2294439.94,2241002.56,53437.38,2.33,17138,NS001-448830148-995,Online,05-04-2025,C10975,Chains,abc,Female,IND-GOLD,23.57,24.4,1,1.69,A255358
East,BANGALORE,KDM,Bracelets,1058452.98,351,BB10976,1217558.4,1177496.81,40061.59,3.29,18230,NS001-924492409-850,Online,26-04-2025,C10976,Bracelets,bold,Female,TRADITIONAL,41.74,42.63,1,2.12,A327638
South,BANGALORE,Antique,Rings,1541234.16,434,BB10977,1790243.48,1762227.5,28015.98,1.56,16694,NS001-911774994-518,Online,24-04-2025,C10977,Rings,classic,Female,TRADITIONAL,26.35,27.22,1,2.09,A877426
North,CHENNAI,KDM,Chains,2376475.21,181,BB10978,2902265.63,2794705.77,107559.86,3.71,19517,NS001-725928874-504,Store,26-04-2025,C10978,Rings,xyz,Female,IND-GOLD,11.94,13.31,2,2.15,A448292
North,MUMBAI,KDM,Chains,1269392.42,149,BB10979,1519910.33,1447284.05,72626.28,4.78,11517,NS001-386028620-215,Store,01-03-2025,C10979,Chains,bold,Female,IND-GOLD,22.38,23.65,1,0.76,A374932
Central,MUMBAI,CZ,Bracelets,2426976.65,485,BB10980,2887394.82,2822884.6,64510.22,2.23,10753,NS001-652656658-409,Store,01-04-2025,C10980,Chains,classic,Male,TRADITIONAL,12.56,14.44,2,2.47,A559688
North,DELHI,Plain,Chains,2014855.91,344,BB10981,2476819.8,2399064.18,77755.62,3.14,14991,NS001-678416153-274,Store,02-03-2025,C10981,Rings,abc,Male,PCJ-PLAIN,45.63,46.34,2,1.02,A601000
South,MUMBAI,CZ,Rings,2222685.4,435,BB10982,2868266.05,2799692.9,68573.15,2.39,18270,NS001-795318785-230,Store,18-04-2025,C10982,Rings,xyz,Male,IND-GOLD,26.25,27.3,1,2.5,A806958
South,HYDERABAD,CZ,Bangles,1512664.83,367,BB10983,1845106.28,1823579.94,21526.34,1.17,15334,NS001-987121311-380,Store,04-04-2025,C10983,Rings,classic,Male,PCJ-PLAIN,48.38,49.65,1,0.27,A784784
Central,DELHI,CZ,Rings,2396382.17,293,BB10984,2784203.53,2653732.77,130470.76,4.69,12101,NS001-847452699-851,Online,07-04-2025,C10984,Rings,xyz,Male,IND-GOLD,35.5,37.48,3,1.97,A163109
East,HYDERABAD,Plain,Bangles,1313215.66,110,BB10985,1514898.57,1486685.77,28212.8,1.86,19564,NS001-205668089-462,Store,13-04-2025,C10985,Bangles,xyz,Female,PCJ-PLAIN,19.1,20.47,3,1.15,A721032
